name,price,description,images,referenceAlbum
330330125 情侣装秋季新款时尚毛衣V领撞色毛衫,0,"茭花的针织纹理更是独特，茭花的花型经典，非常耐看，穿个几年都不会过时。
            而茭花的图案更是非常难织，织普通两件毛衣的时间才能织出一件茭花毛衣。
            这就是为什么市场上茭花毛衣很少的原因了，配上高克重的分量，暖暖的很贴心。
            各种搭配信手拈来，
            颜色：白色
            （落肩 宽松版型）
            S :衣长64cm 胸围102CM 肩连袖：72cm
            M :衣长65cm 胸围106CM 肩连袖：74cm
            L :衣长66cm 胸围110CM 肩连袖：76cm","https://photo.yupoo.com/jiahuida/1c6c1a83/small.png, https://photo.yupoo.com/jiahuida/4cd4a29d/small.jpeg, https://photo.yupoo.com/jiahuida/02b0ff20/small.jpeg, https://photo.yupoo.com/jiahuida/aa540ca8/small.jpeg, https://photo.yupoo.com/jiahuida/fb3d0c11/small.jpeg, https://photo.yupoo.com/jiahuida/d66682c6/small.jpeg, https://photo.yupoo.com/jiahuida/a59e9464/small.jpeg, https://photo.yupoo.com/jiahuida/57f35c5d/small.jpeg, https://photo.yupoo.com/jiahuida/4ba14294/small.jpeg, https://photo.yupoo.com/jiahuida/bd231223/small.jpeg, https://photo.yupoo.com/jiahuida/c327e105/small.jpeg, https://photo.yupoo.com/jiahuida/70bb73a2/small.jpeg, https://photo.yupoo.com/jiahuida/d490ae58/small.jpeg, https://photo.yupoo.com/jiahuida/0ddb9758/small.jpeg, https://photo.yupoo.com/jiahuida/818c1ef8/small.jpeg, https://photo.yupoo.com/jiahuida/a6ea0f84/small.jpeg, https://photo.yupoo.com/jiahuida/6c0d7054/small.jpeg, https://photo.yupoo.com/jiahuida/bdcfde2b/small.jpeg, https://photo.yupoo.com/jiahuida/4f508869/small.jpeg, https://photo.yupoo.com/jiahuida/510ecb69/small.jpeg, https://photo.yupoo.com/jiahuida/b46cc9d2/small.jpeg, https://photo.yupoo.com/jiahuida/c47b2789/small.jpeg, https://photo.yupoo.com/jiahuida/cfebf0c5/small.jpeg, https://photo.yupoo.com/jiahuida/112044b5/small.jpeg, https://photo.yupoo.com/jiahuida/f257f124/small.jpeg, https://photo.yupoo.com/jiahuida/aabd729b/small.jpeg, https://photo.yupoo.com/jiahuida/f4c01cb4/small.jpeg, https://photo.yupoo.com/jiahuida/542f27fa/small.jpeg, https://photo.yupoo.com/jiahuida/dd9c4536/small.jpeg, https://photo.yupoo.com/jiahuida/dd28b342/small.jpeg, https://photo.yupoo.com/jiahuida/0475b90c/small.jpeg, https://photo.yupoo.com/jiahuida/92b99585/small.jpeg, https://photo.yupoo.com/jiahuida/37ad8270/small.jpeg, https://photo.yupoo.com/jiahuida/3fb5cdc4/small.jpeg, https://photo.yupoo.com/jiahuida/70e60dc1/small.jpeg, https://photo.yupoo.com/jiahuida/cc8a512a/small.jpeg, https://photo.yupoo.com/jiahuida/41a95deb/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311469?uid=1
330320420 新款连帽羽绒服,0,"上身效果非常好看！不臃肿！保暖有型！安稳过冬！掌柜力荐！
            业界醉强牛货！帅炸了！90%白鸭绒+10%羽毛！男士连帽羽绒服！
            
            颜色，黑色，白色，
            尺码M-3XL
            M肩宽46 胸围112 衣长65 袖长62.8
            L 肩宽47 胸围116 衣长66 袖长64
            XL肩宽48 胸围120 衣长67.5 袖长65
            2XL肩宽49 胸围124 衣长69 袖长66
            3XL肩宽50 胸围128衣长70.5袖长67","https://photo.yupoo.com/jiahuida/966ba35c/small.png, https://photo.yupoo.com/jiahuida/bced7bcd/small.png, https://photo.yupoo.com/jiahuida/7683343e/small.jpeg, https://photo.yupoo.com/jiahuida/4f1efd9f/small.jpeg, https://photo.yupoo.com/jiahuida/ef1422a4/small.jpeg, https://photo.yupoo.com/jiahuida/56236a62/small.jpeg, https://photo.yupoo.com/jiahuida/4ad3d59d/small.jpeg, https://photo.yupoo.com/jiahuida/98bb0e99/small.jpeg, https://photo.yupoo.com/jiahuida/efca62d2/small.jpeg, https://photo.yupoo.com/jiahuida/e6fb66f7/small.jpeg, https://photo.yupoo.com/jiahuida/d8ff9cd6/small.jpeg, https://photo.yupoo.com/jiahuida/6cf317cb/small.jpeg, https://photo.yupoo.com/jiahuida/52233cbf/small.jpeg, https://photo.yupoo.com/jiahuida/384e91c3/small.jpeg, https://photo.yupoo.com/jiahuida/ebf0bf3f/small.jpeg, https://photo.yupoo.com/jiahuida/14d62435/small.jpeg, https://photo.yupoo.com/jiahuida/5f6299f0/small.jpeg, https://photo.yupoo.com/jiahuida/7f64f89b/small.jpeg, https://photo.yupoo.com/jiahuida/6cf7223a/small.jpeg, https://photo.yupoo.com/jiahuida/4a12ec1c/small.jpeg, https://photo.yupoo.com/jiahuida/6e94b7f3/small.jpeg, https://photo.yupoo.com/jiahuida/1b6168cb/small.jpeg, https://photo.yupoo.com/jiahuida/8c9244be/small.jpeg, https://photo.yupoo.com/jiahuida/30cba063/small.jpeg, https://photo.yupoo.com/jiahuida/426ae732/small.jpeg, https://photo.yupoo.com/jiahuida/9432a73f/small.jpeg, https://photo.yupoo.com/jiahuida/bbe86a4b/small.jpeg, https://photo.yupoo.com/jiahuida/56bcc291/small.jpeg, https://photo.yupoo.com/jiahuida/fad0f6e3/small.jpeg, https://photo.yupoo.com/jiahuida/5014f1cc/small.jpeg, https://photo.yupoo.com/jiahuida/9760597d/small.jpeg, https://photo.yupoo.com/jiahuida/0a047d2a/small.jpeg, https://photo.yupoo.com/jiahuida/95fd6eb8/small.jpeg, https://photo.yupoo.com/jiahuida/ef8695cb/small.jpeg, https://photo.yupoo.com/jiahuida/d3cb90b2/small.jpeg, https://photo.yupoo.com/jiahuida/a109b809/small.jpeg, https://photo.yupoo.com/jiahuida/e7774228/small.jpeg, https://photo.yupoo.com/jiahuida/1616b82e/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311407?uid=1
330310115 四色情侣款加绒卫衣,0,"这次给大家带来的是一款海外版加绒情侣款卫衣！
            胸前大字母草写的设计超级有新意！星星贴布更加有质感！
            
            领口拼接整片螺纹！超废料！衣服实穿不变形！设计有新意！
            袖边定制国旗贴布！袖口经典小标！细节都很完美！
            
            圆领经典款！四色齐发！",,https://jiahuida.x.yupoo.com/albums/74311372?uid=1
330310115 四色情侣款加绒卫衣,0,"这次给大家带来的是一款海外版加绒情侣款卫衣！
            胸前大字母草写的设计超级有新意！星星贴布更加有质感！
            
            领口拼接整片螺纹！超废料！衣服实穿不变形！设计有新意！
            袖边定制国旗贴布！袖口经典小标！细节都很完美！
            
            圆领经典款！四色齐发！","https://photo.yupoo.com/jiahuida/bae0534c/small.jpeg, https://photo.yupoo.com/jiahuida/e623ad3f/small.jpeg, https://photo.yupoo.com/jiahuida/078003c0/small.jpeg, https://photo.yupoo.com/jiahuida/60eab186/small.jpeg, https://photo.yupoo.com/jiahuida/346fae64/small.jpeg, https://photo.yupoo.com/jiahuida/90909ac4/small.jpeg, https://photo.yupoo.com/jiahuida/c51f330c/small.jpeg, https://photo.yupoo.com/jiahuida/6b9a724f/small.jpeg, https://photo.yupoo.com/jiahuida/033109a3/small.jpeg, https://photo.yupoo.com/jiahuida/4c5443bb/small.jpeg, https://photo.yupoo.com/jiahuida/a0632076/small.jpeg, https://photo.yupoo.com/jiahuida/ef835549/small.jpeg, https://photo.yupoo.com/jiahuida/ae7015ec/small.jpeg, https://photo.yupoo.com/jiahuida/fb6f3de9/small.jpeg, https://photo.yupoo.com/jiahuida/9d5b774f/small.jpeg, https://photo.yupoo.com/jiahuida/d0cf109a/small.jpeg, https://photo.yupoo.com/jiahuida/7c4ad52c/small.jpeg, https://photo.yupoo.com/jiahuida/3c44ed64/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311371?uid=1
33030050 棒球帽,0,刺绣款鸭舌帽、遮阳帽、弯檐帽。简单经典。非市场通货，用料做工到刺绣标绝对不是市场上的普通货。完全原单一样的面料，东莞工厂！不是小厂能比的！这货能拿到实属不易！9色出：西瓜红，，卡其，湖蓝，浅紫色，黄色，白色，橘色，宝蓝，黑色,"https://photo.yupoo.com/jiahuida/393df4f9/small.jpeg, https://photo.yupoo.com/jiahuida/7327205f/small.jpeg, https://photo.yupoo.com/jiahuida/d72c4976/small.jpeg, https://photo.yupoo.com/jiahuida/5c9e8586/small.jpeg, https://photo.yupoo.com/jiahuida/56d6c7e7/small.jpeg, https://photo.yupoo.com/jiahuida/348edec9/small.jpeg, https://photo.yupoo.com/jiahuida/03b2fac2/small.jpeg, https://photo.yupoo.com/jiahuida/5d3bdded/small.jpeg, https://photo.yupoo.com/jiahuida/1b6f0f40/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311326?uid=1
33029080 一包两件秋冬新款长袖T恤,0,"宽松休闲版型，穿着舒适不紧绷，同时更具百搭效果。胸前简约印花logo点缀，打破单调感！经典黑白撞色，提升衣服层次感！男女情侣款！衣橱必备！
            尺码：M，L，XL
            M 衣长70  胸围104  肩宽45  袖长61
            L  衣长72  胸围108  肩宽46  袖长62
            XL 衣长74  胸围112  肩宽47  袖长63","https://photo.yupoo.com/jiahuida/5fd18f0d/small.png, https://photo.yupoo.com/jiahuida/e3847a2b/small.jpeg, https://photo.yupoo.com/jiahuida/59de76b1/small.jpeg, https://photo.yupoo.com/jiahuida/16ad8823/small.jpeg, https://photo.yupoo.com/jiahuida/4e83d5fc/small.jpeg, https://photo.yupoo.com/jiahuida/ac274d3e/small.jpeg, https://photo.yupoo.com/jiahuida/4d6aba74/small.jpeg, https://photo.yupoo.com/jiahuida/13457d1f/small.jpeg, https://photo.yupoo.com/jiahuida/7888dd04/small.jpeg, https://photo.yupoo.com/jiahuida/3fc576d9/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311311?uid=1
330280125 字母印花多色迷彩拉链卫衣,0,"原厂出品、全部面料定织定染、精选高品质精棉、400克加厚水洗面料、三标齐全、所有细节、全部到位、品質杠杠的、全部進口日本浆料、浆料界的、秒杀普通市場貨。好的東西要分享給大家、我們只做专柜品质。黑色：M一L一XL一XXL。尺寸表
            M码 肩宽45 胸围102 衣长70 
            L码 肩宽46 胸围106 衣长71
            XL码 肩宽47 胸围114 衣长73 
            XXL码 肩宽49 胸围120 衣长75","https://photo.yupoo.com/jiahuida/9127b713/small.png, https://photo.yupoo.com/jiahuida/0baf30fb/small.jpeg, https://photo.yupoo.com/jiahuida/e2ee753d/small.jpeg, https://photo.yupoo.com/jiahuida/e7df5955/small.jpeg, https://photo.yupoo.com/jiahuida/b6387c2e/small.jpeg, https://photo.yupoo.com/jiahuida/185dcfea/small.jpeg, https://photo.yupoo.com/jiahuida/f4c0fc42/small.jpeg, https://photo.yupoo.com/jiahuida/97c9961e/small.jpeg, https://photo.yupoo.com/jiahuida/7db8009f/small.jpeg, https://photo.yupoo.com/jiahuida/f1fcd8e9/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311302?uid=1
330270115 高领加绒卫衣,0,采用今年最流行的铜色与黑色搭配 蝙蝠衫造型宽松百搭 内衬外穿都可以 可以打底380g高克重！冬季不再寒冷男女均合适 颜色：黑色 尺码偏大 M.K.XL,"https://photo.yupoo.com/jiahuida/bdf1994e/small.jpeg, https://photo.yupoo.com/jiahuida/43aa4287/small.jpeg, https://photo.yupoo.com/jiahuida/e27fa0a8/small.jpeg, https://photo.yupoo.com/jiahuida/08aeaca9/small.jpeg, https://photo.yupoo.com/jiahuida/b099df4b/small.jpeg, https://photo.yupoo.com/jiahuida/b2edaf2b/small.jpeg, https://photo.yupoo.com/jiahuida/940e40e5/small.jpeg, https://photo.yupoo.com/jiahuida/5f47c309/small.jpeg, https://photo.yupoo.com/jiahuida/acddc66b/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311188?uid=1
330260115 黑白撞色线条立领教练棒球夹克加绒外套,0,"全身采用黑色线条遍布拼接处，配合黑色拉链展示出撞色的效果，拉链采用YKK定制 细节决定一切。
            面料采用360g加厚雪花绒，内里含绒，保留成衣外表不臃肿的情况下，让保暖性大幅度提高。
            
            尺码：M       L      XL
            胸围：120  124   128
            衣长：64    66     68","https://photo.yupoo.com/jiahuida/39e33f1b/small.png, https://photo.yupoo.com/jiahuida/5b991a9f/small.jpeg, https://photo.yupoo.com/jiahuida/2be50add/small.jpeg, https://photo.yupoo.com/jiahuida/4a6f49b9/small.jpeg, https://photo.yupoo.com/jiahuida/4459ae4e/small.jpeg, https://photo.yupoo.com/jiahuida/c26de3d6/small.jpeg, https://photo.yupoo.com/jiahuida/f9fca18e/small.jpeg, https://photo.yupoo.com/jiahuida/b67ce545/small.jpeg, https://photo.yupoo.com/jiahuida/7ba5ea2e/small.jpeg, https://photo.yupoo.com/jiahuida/601b51a0/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311178?uid=1
330250105 加绒金属色印花加绒连帽卫衣,0,"一个创造连续三连冠的完美战续队伍，选用金属色印花宣誓着湖人队的三巨头最辉煌的时刻。宽松随意版型，突显层次感的黑色底色。
            颜色:黑色
            尺码:Ｍ L XL","https://photo.yupoo.com/jiahuida/dc9948ba/small.jpeg, https://photo.yupoo.com/jiahuida/05d64e1a/small.jpeg, https://photo.yupoo.com/jiahuida/c4a81d00/small.jpeg, https://photo.yupoo.com/jiahuida/a32bf657/small.jpeg, https://photo.yupoo.com/jiahuida/863c0e5b/small.jpeg, https://photo.yupoo.com/jiahuida/8a8700fe/small.jpeg, https://photo.yupoo.com/jiahuida/236e0484/small.jpeg, https://photo.yupoo.com/jiahuida/33acf6b4/small.jpeg, https://photo.yupoo.com/jiahuida/e5a6e26a/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311163?uid=1
330240150 羊羔毛拼接加厚棉服,0,"一件秋冬出行必备的外套 炒鸡扛风
            采用高克重澳洲羊羔毛面料 厚实保暖
            除了表面的羊羔毛 内里也是加了薄棉的
            手臂特订透明臂章标 个性有态度 
            下摆 袖口 都设计了松紧锁扣 不会漏风","https://photo.yupoo.com/jiahuida/65af0ca6/small.png, https://photo.yupoo.com/jiahuida/e5ab606c/small.jpeg, https://photo.yupoo.com/jiahuida/4ce37f21/small.jpeg, https://photo.yupoo.com/jiahuida/0e028a26/small.jpeg, https://photo.yupoo.com/jiahuida/6d4e686a/small.jpeg, https://photo.yupoo.com/jiahuida/f5dda229/small.jpeg, https://photo.yupoo.com/jiahuida/ce8d88f3/small.jpeg, https://photo.yupoo.com/jiahuida/de9d64c0/small.jpeg, https://photo.yupoo.com/jiahuida/16179bc0/small.jpeg, https://photo.yupoo.com/jiahuida/3c32c9b9/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311119?uid=1
330230175 新款中长款工装连帽羽绒服,0,"双扣衣门襟敞开与立领都具有一种不同的味道
            穿上它非常显大气 下身随意搭配都很显瘦
            宽松韩版衣袖，整体轮廓分明，袖口收拢整体既休闲还很显气质
            黑色稳重大方 米白色色气质满满～推荐
            颜色：黑色 米白
            尺码：S--XL
            尺码     衣长     胸围      肩宽      袖长
              S          77       116         41          62
              m         78       121         42          63
               L         79       126         43         64
              XL        79       131         44         65","https://photo.yupoo.com/jiahuida/44ef2338/small.png, https://photo.yupoo.com/jiahuida/150f63d5/small.jpeg, https://photo.yupoo.com/jiahuida/56c0dfcb/small.png, https://photo.yupoo.com/jiahuida/dac98774/small.jpeg, https://photo.yupoo.com/jiahuida/0efb97d6/small.jpeg, https://photo.yupoo.com/jiahuida/593fb23c/small.jpeg, https://photo.yupoo.com/jiahuida/e6a2e27e/small.jpeg, https://photo.yupoo.com/jiahuida/fd6e3eda/small.jpeg, https://photo.yupoo.com/jiahuida/7696326d/small.jpeg, https://photo.yupoo.com/jiahuida/a1263c9d/small.jpeg, https://photo.yupoo.com/jiahuida/87d3fcf2/small.jpeg, https://photo.yupoo.com/jiahuida/4903686d/small.jpeg, https://photo.yupoo.com/jiahuida/4f75cf90/small.jpeg, https://photo.yupoo.com/jiahuida/c1c39bbf/small.jpeg, https://photo.yupoo.com/jiahuida/97103418/small.jpeg, https://photo.yupoo.com/jiahuida/5af7fdc5/small.jpeg, https://photo.yupoo.com/jiahuida/5a8c2ff3/small.jpeg, https://photo.yupoo.com/jiahuida/715a467c/small.jpeg, https://photo.yupoo.com/jiahuida/d304529b/small.jpeg, https://photo.yupoo.com/jiahuida/8c492dd7/small.jpeg, https://photo.yupoo.com/jiahuida/ff9f42d1/small.jpeg, https://photo.yupoo.com/jiahuida/6255c009/small.jpeg, https://photo.yupoo.com/jiahuida/1be1281e/small.jpeg, https://photo.yupoo.com/jiahuida/f9221af0/small.jpeg, https://photo.yupoo.com/jiahuida/76fdbdf3/small.jpeg, https://photo.yupoo.com/jiahuida/ece83da1/small.jpeg, https://photo.yupoo.com/jiahuida/190d5b39/small.jpeg, https://photo.yupoo.com/jiahuida/61c781f0/small.jpeg, https://photo.yupoo.com/jiahuida/1b556edb/small.jpeg, https://photo.yupoo.com/jiahuida/cf91d6f5/small.jpeg, https://photo.yupoo.com/jiahuida/aa1df237/small.jpeg, https://photo.yupoo.com/jiahuida/ffaa2a57/small.jpeg, https://photo.yupoo.com/jiahuida/808d0830/small.jpeg, https://photo.yupoo.com/jiahuida/f4c7f6c7/small.jpeg, https://photo.yupoo.com/jiahuida/58e444ca/small.jpeg, https://photo.yupoo.com/jiahuida/1f4ca083/small.jpeg, https://photo.yupoo.com/jiahuida/11677a6a/small.jpeg, https://photo.yupoo.com/jiahuida/c9b9159b/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311097?uid=1
33022095 直筒裤加绒保暖款,0,"校园风运动裤/秋冬保暖款运动绵百搭透气非常舒适
            黑色藏青色高档灰三色齐发/男女同款
            尺码：m-xl
            m  裤长94 大腿围54 腰口松紧
            l    裤长96 大腿围57 腰口松紧
            xl  裤长98 大腿围60 腰口松紧","https://photo.yupoo.com/jiahuida/aa5ae549/small.png, https://photo.yupoo.com/jiahuida/a19d942a/small.png, https://photo.yupoo.com/jiahuida/028d0e4c/small.jpeg, https://photo.yupoo.com/jiahuida/b23de2c4/small.jpeg, https://photo.yupoo.com/jiahuida/f32f437a/small.jpeg, https://photo.yupoo.com/jiahuida/415efaee/small.jpeg, https://photo.yupoo.com/jiahuida/6b682c3a/small.jpeg, https://photo.yupoo.com/jiahuida/6abebf2e/small.jpeg, https://photo.yupoo.com/jiahuida/ae6cd7f9/small.jpeg, https://photo.yupoo.com/jiahuida/4824e2d3/small.jpeg, https://photo.yupoo.com/jiahuida/fd3302a4/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311088?uid=1
330210105 加绒束脚裤,0,"轮外形此刻经典百搭 细节不亚于早起经典神裤 此款巧妙结合了解构新定义 完美的裤型与潮流休闲衔接 配色还是传统的颜色  选用高克重纯棉加绒面料
            颜色：黑色 灰色 
            尺寸：M L XL","https://photo.yupoo.com/jiahuida/170deecc/small.jpeg, https://photo.yupoo.com/jiahuida/fa8e8b11/small.jpeg, https://photo.yupoo.com/jiahuida/74adf763/small.jpeg, https://photo.yupoo.com/jiahuida/dbb3445c/small.jpeg, https://photo.yupoo.com/jiahuida/b4566cc8/small.jpeg, https://photo.yupoo.com/jiahuida/f4288521/small.jpeg, https://photo.yupoo.com/jiahuida/1e78fe88/small.jpeg, https://photo.yupoo.com/jiahuida/53f04bcd/small.jpeg, https://photo.yupoo.com/jiahuida/53cf2eea/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311082?uid=1
330200150 日系复古基础款羽绒棉面包服,0,"手塞棉百分百 洗涤 内衬 非常充实 单看鼓起来的衣领就很惊艳 版型超级正不显臃肿 我觉得这个款 更加偏向于学院风的清新复古多一点 ！男孩子穿就很日系暖男的赶脚！ 关于质量，我家衣服真的是拍胸口叫好 不吹🐂逼  模特图和实拍完全没有调色！如果你在寻觅一件好看随性的棉服一定要尝试这款！
            颜色：黑色      灰色 
            尺码：M--XL 
                          衣长          肩宽       胸围
            M           66              48          110
            L            70               51          114
            XL          74              55          118","https://photo.yupoo.com/jiahuida/a249e246/small.png, https://photo.yupoo.com/jiahuida/49de24df/small.jpeg, https://photo.yupoo.com/jiahuida/7ac8128d/small.jpeg, https://photo.yupoo.com/jiahuida/db2331d6/small.jpeg, https://photo.yupoo.com/jiahuida/581f3f81/small.jpeg, https://photo.yupoo.com/jiahuida/aca4d73b/small.jpeg, https://photo.yupoo.com/jiahuida/8ae15d97/small.jpeg, https://photo.yupoo.com/jiahuida/c0578ccc/small.jpeg, https://photo.yupoo.com/jiahuida/b4f40bfa/small.jpeg, https://photo.yupoo.com/jiahuida/886faea9/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311069?uid=1
330190215 串标织带羽绒棉服,0,"小红书热推款 期待已久的一款冬装🧡
            原版定制 细节完美 优质羽绒棉 保暖防寒
            众多网红上身 强烈推荐情侣入手
            Color ：奶杏色
            Size：M L XL XXL","https://photo.yupoo.com/jiahuida/5e49e6d3/small.png, https://photo.yupoo.com/jiahuida/1273e53e/small.jpeg, https://photo.yupoo.com/jiahuida/e22aa96a/small.jpeg, https://photo.yupoo.com/jiahuida/5e0aaf30/small.jpeg, https://photo.yupoo.com/jiahuida/c9650b9a/small.jpeg, https://photo.yupoo.com/jiahuida/c07b4a95/small.jpeg, https://photo.yupoo.com/jiahuida/6536dc85/small.jpeg, https://photo.yupoo.com/jiahuida/f58e5536/small.jpeg, https://photo.yupoo.com/jiahuida/8ff671ee/small.jpeg, https://photo.yupoo.com/jiahuida/f1456e56/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311035?uid=1
330180115 满印秋冬外套连帽卫衣,0,防风复合面料，微弹，狗头肌理效果，潮范十足。图片色，M L XL三码,"https://photo.yupoo.com/jiahuida/7aeb219c/small.jpeg, https://photo.yupoo.com/jiahuida/39235323/small.jpeg, https://photo.yupoo.com/jiahuida/c4c98641/small.jpeg, https://photo.yupoo.com/jiahuida/6800805e/small.jpeg, https://photo.yupoo.com/jiahuida/5fcec6b1/small.jpeg, https://photo.yupoo.com/jiahuida/4b787f5e/small.jpeg, https://photo.yupoo.com/jiahuida/014189af/small.jpeg, https://photo.yupoo.com/jiahuida/3a32dbaa/small.jpeg, https://photo.yupoo.com/jiahuida/b1438d76/small.jpeg",https://jiahuida.x.yupoo.com/albums/74311016?uid=1
330170265 教练长款棉服,0,"韩国进口防风面料 防水效果也是一流，内里原厂加棉，整件衣服保暖效果一流，整体重工制造 让你找到元年既视感 真正的aj粉迷必入 黑色百搭暗黑 军绿更显精神，两个颜色 都是经典色 搭配工装裤效果无敌 错过不会再有的爆款！
            颜色 黑色 军绿
            尺码 m l xl","https://photo.yupoo.com/jiahuida/675b71a9/small.jpeg, https://photo.yupoo.com/jiahuida/6101c0d7/small.jpeg, https://photo.yupoo.com/jiahuida/3381785f/small.jpeg, https://photo.yupoo.com/jiahuida/0bec2d2a/small.jpeg, https://photo.yupoo.com/jiahuida/2730ee1e/small.jpeg, https://photo.yupoo.com/jiahuida/e40acdc0/small.jpeg, https://photo.yupoo.com/jiahuida/d6e25a28/small.jpeg, https://photo.yupoo.com/jiahuida/5753718b/small.jpeg, https://photo.yupoo.com/jiahuida/7e9c50e2/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310993?uid=1
330160115 加绒版连帽卫衣,0,"赋予更个性化的定义～除了百搭黑色此次更是加入了不同凡响的靛蓝定制 吸睛回头率100%‼️ 街头运动风范 无论是锻炼健身还是居家休闲 都能带给你舒适的包覆体验 男女百搭 oversize版型  满星🌟🌟🌟推荐的一款加绒连帽卫衣～
            color：靛蓝 黑
            size：M  L  XL","https://photo.yupoo.com/jiahuida/196cd229/small.jpeg, https://photo.yupoo.com/jiahuida/67afe515/small.jpeg, https://photo.yupoo.com/jiahuida/9b65d5a3/small.jpeg, https://photo.yupoo.com/jiahuida/3411cf04/small.jpeg, https://photo.yupoo.com/jiahuida/a43fe49c/small.jpeg, https://photo.yupoo.com/jiahuida/455f1102/small.jpeg, https://photo.yupoo.com/jiahuida/7b2eee1a/small.jpeg, https://photo.yupoo.com/jiahuida/843d02f2/small.jpeg, https://photo.yupoo.com/jiahuida/7bdb1f7a/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310985?uid=1
330150115 刺绣  加绒加厚 带帽卫衣,0,"面料采用的 加绒加厚面料  亲肤面料 很舒服 柔软！
            胸前 采用了 三种不同 的刺绣 经典LOGO  高密度 刺绣 没有丝毫的线头！  进口刺绣机器。
            袖子两边 经典的  非常的休闲。 简约！而且三种颜色 完全不挑人。  哪种风格的小女孩 都可以驾驭！
            颜色 湖蓝色  灰色  粉色 
            尺码 M-XXL 
            M 衣长58 胸围96 肩宽39
            L 衣长60 胸围100 肩宽40
            XL 衣长62 胸围104 肩宽41
            XXL 衣长64 胸围108 肩宽42","https://photo.yupoo.com/jiahuida/9c2f73db/small.png, https://photo.yupoo.com/jiahuida/b4709990/small.jpeg, https://photo.yupoo.com/jiahuida/810d2d48/small.jpeg, https://photo.yupoo.com/jiahuida/4b21a7cb/small.jpeg, https://photo.yupoo.com/jiahuida/725b03a5/small.jpeg, https://photo.yupoo.com/jiahuida/29ded9ed/small.jpeg, https://photo.yupoo.com/jiahuida/55037202/small.jpeg, https://photo.yupoo.com/jiahuida/ab8f05a3/small.jpeg, https://photo.yupoo.com/jiahuida/8be477b2/small.jpeg, https://photo.yupoo.com/jiahuida/a5e87bee/small.jpeg, https://photo.yupoo.com/jiahuida/b85b71ad/small.jpeg, https://photo.yupoo.com/jiahuida/78c14f39/small.jpeg, https://photo.yupoo.com/jiahuida/1d4137a2/small.jpeg, https://photo.yupoo.com/jiahuida/8527305d/small.jpeg, https://photo.yupoo.com/jiahuida/85a8e07c/small.jpeg, https://photo.yupoo.com/jiahuida/71609f25/small.jpeg, https://photo.yupoo.com/jiahuida/3e3523cc/small.jpeg, https://photo.yupoo.com/jiahuida/a9474a97/small.jpeg, https://photo.yupoo.com/jiahuida/b65e9258/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310862?uid=1
330140165 反光保暖羽绒棉A 版面包服,0,"宽松松的一大件 全部都是 韩国🇰🇷专供面料！  国内还是仿不出来高质量！ 懂面料的应该可以看出来 ！  这个面料成本 一点也不便宜！ 我出这个价格实在太实在了 好东西   我就想每个宝宝能穿上好的新🆕衣 能和我一样拥有 然后发现它的好！ 再来找我买！ 💗 
            颜色color： 米色 
            尺寸size： M - XL 
            
                     衣长     胸围      袖长     底摆   
            M       65       68         67      138    
            L         67       70         69      140
            XL      69       72         71       142","https://photo.yupoo.com/jiahuida/4cde3b28/small.png, https://photo.yupoo.com/jiahuida/80c15a04/small.jpeg, https://photo.yupoo.com/jiahuida/c2d4554d/small.jpeg, https://photo.yupoo.com/jiahuida/9742696d/small.jpeg, https://photo.yupoo.com/jiahuida/34e37eca/small.jpeg, https://photo.yupoo.com/jiahuida/597aac17/small.jpeg, https://photo.yupoo.com/jiahuida/40fe454c/small.jpeg, https://photo.yupoo.com/jiahuida/d6b4ff79/small.jpeg, https://photo.yupoo.com/jiahuida/5f1550e6/small.jpeg, https://photo.yupoo.com/jiahuida/3f42a61b/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310847?uid=1
